  locus,   size,  type,      raw,      pM,     pKM,"	gene", product,,,,,,,,,,,,,,,,,,,,
PROKKA_03876,372, igbot,2,0.37,0.98,,,,,,,0,"	aer_4",0,0,,,"	aer_4",,,,"	aer_4",,,,,
PROKKA_03876,1566, sense,165,30.22,19.3,"	aer_4"," ""aerotaxis receptor Aer""",,,,,0,0,"	aer_4",0,,,,"	aer_4",,,"	aer_4",,,,,
PROKKA_03876,1566, antis,3,0.55,0.35,,,,,,,0,0,0,"	aer_4",,,,,"	aer_4",,"	aer_4",,,,,
PROKKA_03877,37, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03877,37, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03877,1158, sense,8,1.47,1.27,"	n/a","  ""short chain dehydrogenase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03877,1158, antis,8,1.47,1.27,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03878,88, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03878,88, igbot,1,0.18,2.08,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03878,633, sense,0,0,0,"	n/a","  ""putative hydrolase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03878,633, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03879,187, igtop,181,33.15,177.27,,,,,,,"	ccoN2",0,0,0,,"	ccoN2",,,,,"	ccoN2",,,,,
PROKKA_03879,187, igbot,16,2.93,15.67,,,,,,,0,"	ccoN2",0,0,,,"	ccoN2",,,,"	ccoN2",,,,,
PROKKA_03879,1428, sense,125,22.89,16.03,"	ccoN2"," ""Cytochrome c oxidase", cbb3-type," CcoN subunit""",,,0,0,"	ccoN2",0,,,,"	ccoN2",,,"	ccoN2",,,,,
PROKKA_03879,1428, antis,13,2.38,1.67,,,,,,,0,0,0,"	ccoN2",,,,,"	ccoN2",,"	ccoN2",,,,,
PROKKA_03880,10, igtop,1,0.18,18.31,,,,,,,"	ccoO2",0,0,0,,"	ccoO2",,,,,"	ccoO2",,,,,
PROKKA_03880,10, igbot,0,0,0,,,,,,,0,"	ccoO2",0,0,,,"	ccoO2",,,,"	ccoO2",,,,,
PROKKA_03880,609, sense,60,10.99,18.04,"	ccoO2"," ""Cytochrome c oxidase", cbb3-type," CcoO subunit""",,,0,0,"	ccoO2",0,,,,"	ccoO2",,,"	ccoO2",,,,,
PROKKA_03880,609, antis,2,0.37,0.6,,,,,,,0,0,0,"	ccoO2",,,,,"	ccoO2",,"	ccoO2",,,,,
PROKKA_03881,5, igtop,1,0.18,36.63,,,,,,,"	ccoQ2",0,0,0,,"	ccoQ2",,,,,"	ccoQ2",,,,,
PROKKA_03881,5, igbot,0,0,0,,,,,,,0,"	ccoQ2",0,0,,,"	ccoQ2",,,,"	ccoQ2",,,,,
PROKKA_03881,186, sense,15,2.75,14.77,"	ccoQ2"," ""Cytochrome c oxidase", cbb3-type," CcoQ subunit""",,,0,0,"	ccoQ2",0,,,,"	ccoQ2",,,"	ccoQ2",,,,,
PROKKA_03881,186, antis,11,2.01,10.83,,,,,,,0,0,0,"	ccoQ2",,,,,"	ccoQ2",,"	ccoQ2",,,,,
PROKKA_03882,4, igtop,0,0,0,,,,,,,"	ccoP2",0,0,0,,"	ccoP2",,,,,"	ccoP2",,,,,
PROKKA_03882,4, igbot,0,0,0,,,,,,,0,"	ccoP2",0,0,,,"	ccoP2",,,,"	ccoP2",,,,,
PROKKA_03882,927, sense,91,16.67,17.98,"	ccoP2"," ""Cytochrome c oxidase", cbb3-type," CcoP subunit""",,,0,0,"	ccoP2",0,,,,"	ccoP2",,,"	ccoP2",,,,,
PROKKA_03882,927, antis,3,0.55,0.59,,,,,,,0,0,0,"	ccoP2",,,,,"	ccoP2",,"	ccoP2",,,,,
PROKKA_03883,364, igtop,159,29.12,80,,,,,,,"	ccoN1_2",0,0,0,,"	ccoN1_2",,,,,"	ccoN1_2",,,,,
PROKKA_03883,364, igbot,11,2.01,5.53,,,,,,,0,"	ccoN1_2",0,0,,,"	ccoN1_2",,,,"	ccoN1_2",,,,,
PROKKA_03883,1428, sense,4731,866.47,606.77,"	ccoN1_2"," ""Cytochrome c oxidase", cbb3-type," CcoN subunit""",,,0,0,"	ccoN1_2",0,,,,"	ccoN1_2",,,"	ccoN1_2",,,,,
PROKKA_03883,1428, antis,11,2.01,1.41,,,,,,,0,0,0,"	ccoN1_2",,,,,"	ccoN1_2",,"	ccoN1_2",,,,,
PROKKA_03884,14, igtop,22,4.03,287.8,,,,,,,"	ccoO1",0,0,0,,"	ccoO1",,,,,"	ccoO1",,,,,
PROKKA_03884,14, igbot,0,0,0,,,,,,,0,"	ccoO1",0,0,,,"	ccoO1",,,,"	ccoO1",,,,,
PROKKA_03884,612, sense,1124,205.86,336.37,"	ccoO1"," ""Cytochrome c oxidase", cbb3-type," CcoO subunit""",,,0,0,"	ccoO1",0,,,,"	ccoO1",,,"	ccoO1",,,,,
PROKKA_03884,612, antis,2,0.37,0.6,,,,,,,0,0,0,"	ccoO1",,,,,"	ccoO1",,"	ccoO1",,,,,
PROKKA_03885,5, igtop,3,0.55,109.89,,,,,,,"	ccoQ1",0,0,0,,"	ccoQ1",,,,,"	ccoQ1",,,,,
PROKKA_03885,5, igbot,0,0,0,,,,,,,0,"	ccoQ1",0,0,,,"	ccoQ1",,,,"	ccoQ1",,,,,
PROKKA_03885,186, sense,118,21.61,116.19,"	ccoQ1"," ""Cytochrome c oxidase", cbb3-type," CcoQ subunit""",,,0,0,"	ccoQ1",0,,,,"	ccoQ1",,,"	ccoQ1",,,,,
PROKKA_03885,186, antis,1,0.18,0.98,,,,,,,0,0,0,"	ccoQ1",,,,,"	ccoQ1",,"	ccoQ1",,,,,
PROKKA_03886,4, igtop,0,0,0,,,,,,,"	ccoP1",0,0,0,,"	ccoP1",,,,,"	ccoP1",,,,,
PROKKA_03886,4, igbot,0,0,0,,,,,,,0,"	ccoP1",0,0,,,"	ccoP1",,,,"	ccoP1",,,,,
PROKKA_03886,957, sense,621,113.73,118.84,"	ccoP1"," ""Cytochrome c oxidase", cbb3-type," CcoP subunit""",,,0,0,"	ccoP1",0,,,,"	ccoP1",,,"	ccoP1",,,,,
PROKKA_03886,957, antis,6,1.1,1.15,,,,,,,0,0,0,"	ccoP1",,,,,"	ccoP1",,"	ccoP1",,,,,
PROKKA_03887,217, igtop,73,13.37,61.61,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03887,217, igbot,1,0.18,0.84,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03887,1416, sense,280,51.28,36.22,"	n/a","  ""putative ferredoxin""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03887,1416, antis,6,1.1,0.78,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03888,11, igtop,7,1.28,116.55,,,,,,,"	ccoH",0,0,0,,"	ccoH",,,,,"	ccoH",,,,,
PROKKA_03888,11, igbot,0,0,0,,,,,,,0,"	ccoH",0,0,,,"	ccoH",,,,"	ccoH",,,,,
PROKKA_03888,540, sense,100,18.31,33.92,"	ccoH"," ""protein CcoH""",,,,,0,0,"	ccoH",0,,,,"	ccoH",,,"	ccoH",,,,,
PROKKA_03888,540, antis,0,0,0,,,,,,,0,0,0,"	ccoH",,,,,"	ccoH",,"	ccoH",,,,,
PROKKA_03889,4, igtop,0,0,0,,,,,,,"	kdpB_8",0,0,0,,"	kdpB_8",,,,,"	kdpB_8",,,,,
PROKKA_03889,4, igbot,0,0,0,,,,,,,0,"	kdpB_8",0,0,,,"	kdpB_8",,,,"	kdpB_8",,,,,
PROKKA_03889,2436, sense,65,11.9,4.89,"	kdpB_8"," ""potassium-transporting ATPase"," B chain""",,,,0,0,"	kdpB_8",0,,,,"	kdpB_8",,,"	kdpB_8",,,,,
PROKKA_03889,2436, antis,1,0.18,0.08,,,,,,,0,0,0,"	kdpB_8",,,,,"	kdpB_8",,"	kdpB_8",,,,,
PROKKA_03890,22, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03890,22, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03890,210, sense,6,1.1,5.23,"	n/a","  ""putative cytochrome oxidase maturation protein cbb3-type""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03890,210, antis,3,0.55,2.62,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03891,8, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03891,8, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03891,684, sense,2,0.37,0.54,"	n/a","  ""membrane protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03891,684, antis,4,0.73,1.07,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03892,127, igtop,30,5.49,43.26,,,,,,,"	hemN_2",0,0,0,,"	hemN_2",,,,,"	hemN_2",,,,,
PROKKA_03892,127, igbot,3,0.55,4.33,,,,,,,0,"	hemN_2",0,0,,,"	hemN_2",,,,"	hemN_2",,,,,
PROKKA_03892,1383, sense,184,33.7,24.37,"	hemN_2"," ""oxygen-independent coproporphyrinogen III oxidase""",,,,,0,0,"	hemN_2",0,,,,"	hemN_2",,,"	hemN_2",,,,,
PROKKA_03892,1383, antis,77,14.1,10.2,,,,,,,0,0,0,"	hemN_2",,,,,"	hemN_2",,"	hemN_2",,,,,
PROKKA_03893,48, igtop,3,0.55,11.45,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03893,48, igbot,3,0.55,11.45,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03893,468, sense,91,16.67,35.61,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03893,468, antis,3,0.55,1.17,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03894,245, igtop,256,46.89,191.37,,,,,,,"	anr",0,0,0,,"	anr",,,,,"	anr",,,,,
PROKKA_03894,245, igbot,4,0.73,2.99,,,,,,,0,"	anr",0,0,,,"	anr",,,,"	anr",,,,,
PROKKA_03894,735, sense,267,48.9,66.53,"	anr","  ""transcriptional regulator Anr""",,,,,0,0,"	anr",0,,,,"	anr",,,"	anr",,,,,
PROKKA_03894,735, antis,5,0.92,1.25,,,,,,,0,0,0,"	anr",,,,,"	anr",,"	anr",,,,,
PROKKA_03895,85, igtop,5,0.92,10.77,,,,,,,"	apt",0,0,0,,"	apt",,,,,"	apt",,,,,
PROKKA_03895,85, igbot,1,0.18,2.15,,,,,,,0,"	apt",0,0,,,"	apt",,,,"	apt",,,,,
PROKKA_03895,549, sense,27,4.94,9.01,"	apt","  ""adenine phosphoribosyltransferase""",,,,,0,0,"	apt",0,,,,"	apt",,,"	apt",,,,,
PROKKA_03895,549, antis,1,0.18,0.33,,,,,,,0,0,0,"	apt",,,,,"	apt",,"	apt",,,,,
PROKKA_03896,239, igtop,7,1.28,5.36,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03896,239, igbot,12,2.2,9.2,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03896,837, sense,29,5.31,6.35,"	n/a","  ""putative hydrolase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03896,837, antis,8,1.47,1.75,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03897,408, igtop,16,2.93,7.18,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03897,408, igbot,8,1.47,3.59,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03897,369, sense,6,1.1,2.98,"	n/a","  ""SMR multidrug efflux transporter""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03897,369, antis,15,2.75,7.44,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03898,7, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03898,7, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03898,330, sense,0,0,0,"	n/a","  ""multidrug efflux system protein MdtI""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03898,330, antis,6,1.1,3.33,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03899,147, igtop,0,0,0,,,,,,,"	desT_1",0,0,0,,"	desT_1",,,,,"	desT_1",,,,,
PROKKA_03899,147, igbot,0,0,0,,,,,,,0,"	desT_1",0,0,,,"	desT_1",,,,"	desT_1",,,,,
PROKKA_03899,849, sense,23,4.21,4.96,"	desT_1"," ""DesT""",,,,,0,0,"	desT_1",0,,,,"	desT_1",,,"	desT_1",,,,,
PROKKA_03899,849, antis,10,1.83,2.16,,,,,,,0,0,0,"	desT_1",,,,,"	desT_1",,"	desT_1",,,,,
PROKKA_03900,152, igtop,1,0.18,1.2,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03900,152, igbot,13,2.38,15.66,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03900,1545, sense,18,3.3,2.13,"	n/a","  ""putative flavin-containing monooxygenase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03900,1545, antis,4,0.73,0.47,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03901,4, igtop,0,0,0,,,,,,,"	bdhA_9",0,0,0,,"	bdhA_9",,,,,"	bdhA_9",,,,,
PROKKA_03901,4, igbot,0,0,0,,,,,,,0,"	bdhA_9",0,0,,,"	bdhA_9",,,,"	bdhA_9",,,,,
PROKKA_03901,888, sense,7,1.28,1.44,"	bdhA_9"," ""3-hydroxybutyrate dehydrogenase""",,,,,0,0,"	bdhA_9",0,,,,"	bdhA_9",,,"	bdhA_9",,,,,
PROKKA_03901,888, antis,3,0.55,0.62,,,,,,,0,0,0,"	bdhA_9",,,,,"	bdhA_9",,"	bdhA_9",,,,,
PROKKA_03902,73, igtop,1,0.18,2.51,,,,,,,"	cbrC",0,0,0,,"	cbrC",,,,,"	cbrC",,,,,
PROKKA_03902,73, igbot,0,0,0,,,,,,,0,"	cbrC",0,0,,,"	cbrC",,,,"	cbrC",,,,,
PROKKA_03902,540, sense,5,0.92,1.7,"	cbrC"," ""CreB-regulated gene C protein""",,,,,0,0,"	cbrC",0,,,,"	cbrC",,,"	cbrC",,,,,
PROKKA_03902,540, antis,5,0.92,1.7,,,,,,,0,0,0,"	cbrC",,,,,"	cbrC",,"	cbrC",,,,,
PROKKA_03903,12, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03903,12, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03903,1149, sense,30,5.49,4.78,"	n/a","  ""citronellyl-CoA dehydrogenase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03903,1149, antis,3,0.55,0.48,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03904,122, igtop,1,0.18,1.5,,,,,,,"	recR",0,0,0,,"	recR",,,,,"	recR",,,,,
PROKKA_03904,122, igbot,5,0.92,7.51,,,,,,,0,"	recR",0,0,,,"	recR",,,,"	recR",,,,,
PROKKA_03904,597, sense,59,10.81,18.1,"	recR"," ""recombination protein RecR""",,,,,0,0,"	recR",0,,,,"	recR",,,"	recR",,,,,
PROKKA_03904,597, antis,0,0,0,,,,,,,0,0,0,"	recR",,,,,"	recR",,"	recR",,,,,
PROKKA_03905,78, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03905,78, igbot,31,5.68,72.79,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03905,327, sense,1535,281.13,859.72,"	n/a","  ""Nucleoid-associated protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03905,327, antis,1,0.18,0.56,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03906,45, igtop,0,0,0,,,,,,,"	dnaX_2",0,0,0,,"	dnaX_2",,,,,"	dnaX_2",,,,,
PROKKA_03906,45, igbot,90,16.48,366.29,,,,,,,0,"	dnaX_2",0,0,,,"	dnaX_2",,,,"	dnaX_2",,,,,
PROKKA_03906,2118, sense,410,75.09,35.45,"	dnaX_2"," ""DNA polymerase subunits gamma and tau""",,,,,0,0,"	dnaX_2",0,,,,"	dnaX_2",,,"	dnaX_2",,,,,
PROKKA_03906,2118, antis,9,1.65,0.78,,,,,,,0,0,0,"	dnaX_2",,,,,"	dnaX_2",,"	dnaX_2",,,,,
PROKKA_03907,156, igtop,2,0.37,2.35,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03907,156, igbot,7,1.28,8.22,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03907,747, sense,5,0.92,1.23,"	n/a","  ""extracellular solute-binding protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03907,747, antis,35,6.41,8.58,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03908,20, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03908,20, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03908,195, sense,70,12.82,65.74,"	n/a","  ""Bacteria_large_SRP""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03908,195, antis,1,0.18,0.94,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03909,169, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03909,169, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03909,97, sense,18,3.3,33.99,"	n/a","  ""Bacteria_small_SRP""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03909,97, antis,0,0,0,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03910,110, igtop,1,0.18,1.66,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03910,110, igbot,43,7.88,71.59,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03910,378, sense,106,19.41,51.36,"	n/a","  ""hypothetical protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03910,378, antis,5,0.92,2.42,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03911,45, igtop,0,0,0,,,,,,,"	lig",0,0,0,,"	lig",,,,,"	lig",,,,,
PROKKA_03911,45, igbot,15,2.75,61.05,,,,,,,0,"	lig",0,0,,,"	lig",,,,"	lig",,,,,
PROKKA_03911,2385, sense,164,30.04,12.59,"	lig","  ""DNA ligase""",,,,,0,0,"	lig",0,,,,"	lig",,,"	lig",,,,,
PROKKA_03911,2385, antis,1,0.18,0.08,,,,,,,0,0,0,"	lig",,,,,"	lig",,"	lig",,,,,
PROKKA_03912,90, igtop,0,0,0,,,,,,,"	zipA",0,0,0,,"	zipA",,,,,"	zipA",,,,,
PROKKA_03912,90, igbot,8,1.47,16.28,,,,,,,0,"	zipA",0,0,,,"	zipA",,,,"	zipA",,,,,
PROKKA_03912,870, sense,1038,190.11,218.51,"	zipA"," ""cell division protein ZipA""",,,,,0,0,"	zipA",0,,,,"	zipA",,,"	zipA",,,,,
PROKKA_03912,870, antis,3,0.55,0.63,,,,,,,0,0,0,"	zipA",,,,,"	zipA",,"	zipA",,,,,
PROKKA_03913,164, igtop,71,13,79.29,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03913,164, igbot,586,107.32,654.41,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03913,3489, sense,898,164.47,47.14,"	n/a","  ""putative chromosome segregation protein""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03913,3489, antis,15,2.75,0.79,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03914,25, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03914,25, igbot,1,0.18,7.33,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03914,660, sense,150,27.47,41.62,"	n/a","  ""putative transcriptional regulator""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03914,660, antis,1,0.18,0.28,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03915,180, igtop,2,0.37,2.03,,,,,,,"	alkB2",0,0,0,,"	alkB2",,,,,"	alkB2",,,,,
PROKKA_03915,180, igbot,3,0.55,3.05,,,,,,,0,"	alkB2",0,0,,,"	alkB2",,,,"	alkB2",,,,,
PROKKA_03915,1134, sense,7,1.28,1.13,"	alkB2"," ""alkane-1-monooxygenase 2""",,,,,0,0,"	alkB2",0,,,,"	alkB2",,,"	alkB2",,,,,
PROKKA_03915,1134, antis,8,1.47,1.29,,,,,,,0,0,0,"	alkB2",,,,,"	alkB2",,"	alkB2",,,,,
PROKKA_03916,220, igtop,3,0.55,2.5,,,,,,,"	xdhA_5",0,0,0,,"	xdhA_5",,,,,"	xdhA_5",,,,,
PROKKA_03916,220, igbot,0,0,0,,,,,,,0,"	xdhA_5",0,0,,,"	xdhA_5",,,,"	xdhA_5",,,,,
PROKKA_03916,1455, sense,4,0.73,0.5,"	xdhA_5"," ""xanthine dehydrogenase""",,,,,0,0,"	xdhA_5",0,,,,"	xdhA_5",,,"	xdhA_5",,,,,
PROKKA_03916,1455, antis,1,0.18,0.13,,,,,,,0,0,0,"	xdhA_5",,,,,"	xdhA_5",,"	xdhA_5",,,,,
PROKKA_03917,8, igtop,0,0,0,,,,,,,"	xdhB_3",0,0,0,,"	xdhB_3",,,,,"	xdhB_3",,,,,
PROKKA_03917,8, igbot,0,0,0,,,,,,,0,"	xdhB_3",0,0,,,"	xdhB_3",,,,"	xdhB_3",,,,,
PROKKA_03917,2400, sense,11,2.01,0.84,"	xdhB_3"," ""xanthine dehydrogenase""",,,,,0,0,"	xdhB_3",0,,,,"	xdhB_3",,,"	xdhB_3",,,,,
PROKKA_03917,2400, antis,7,1.28,0.53,,,,,,,0,0,0,"	xdhB_3",,,,,"	xdhB_3",,"	xdhB_3",,,,,
PROKKA_03918,26, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03918,26, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03918,840, sense,4,0.73,0.87,"	n/a","  ""putative xanthine dehydrogenase accessory factor X""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03918,840, antis,4,0.73,0.87,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03919,69, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03919,69, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03919,1305, sense,5,0.92,0.7,"	n/a","  ""guanine deaminase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03919,1305, antis,4,0.73,0.56,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03920,158, igtop,0,0,0,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03920,158, igbot,1,0.18,1.16,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03920,534, sense,17,3.11,5.83,"	n/a","  ""putative acetyltransferase""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03920,534, antis,2,0.37,0.69,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03921,135, igtop,11,2.01,14.92,,,,,,,"	aceK",0,0,0,,"	aceK",,,,,"	aceK",,,,,
PROKKA_03921,135, igbot,0,0,0,,,,,,,0,"	aceK",0,0,,,"	aceK",,,,"	aceK",,,,,
PROKKA_03921,1734, sense,71,13,7.5,"	aceK"," ""isocitrate dehydrogenase kinase/phosphatase""",,,,,0,0,"	aceK",0,,,,"	aceK",,,"	aceK",,,,,
PROKKA_03921,1734, antis,26,4.76,2.75,,,,,,,0,0,0,"	aceK",,,,,"	aceK",,"	aceK",,,,,
PROKKA_03922,34, igtop,0,0,0,,,,,,,"	pdxB",0,0,0,,"	pdxB",,,,,"	pdxB",,,,,
PROKKA_03922,34, igbot,0,0,0,,,,,,,0,"	pdxB",0,0,,,"	pdxB",,,,"	pdxB",,,,,
PROKKA_03922,1143, sense,13,2.38,2.08,"	pdxB"," ""erythronate-4-phosphate dehydrogenase""",,,,,0,0,"	pdxB",0,,,,"	pdxB",,,"	pdxB",,,,,
PROKKA_03922,1143, antis,0,0,0,,,,,,,0,0,0,"	pdxB",,,,,"	pdxB",,"	pdxB",,,,,
PROKKA_03923,214, igtop,1,0.18,0.86,,,,,,,"	n/a",0,0,0,,"	n/a",,,,,"	n/a",,,,,
PROKKA_03923,214, igbot,0,0,0,,,,,,,0,"	n/a",0,0,,,"	n/a",,,,"	n/a",,,,,
PROKKA_03923,507, sense,4,0.73,1.44,"	n/a","  ""putative transcriptional regulator""",,,,,0,0,"	n/a",0,,,,"	n/a",,,"	n/a",,,,,
PROKKA_03923,507, antis,6,1.1,2.17,,,,,,,0,0,0,"	n/a",,,,,"	n/a",,"	n/a",,,,,
PROKKA_03924,108, igtop,0,0,0,,,,,,,"	fabF2",0,0,0,,"	fabF2",,,,,"	fabF2",,,,,
PROKKA_03924,108, igbot,0,0,0,,,,,,,0,"	fabF2",0,0,,,"	fabF2",,,,"	fabF2",,,,,
