locus,"	gene", product,locusNumber
PROKKA_04178_antis,"	aprA"," ""alkaline metalloproteinase precursor""",PROKKA_04178
PROKKA_04179_igtop,"	aprF_2"," ""Alkaline protease secretion outer membrane protein AprF precursor""",PROKKA_04179
PROKKA_04179_igbot,"	aprF_2"," ""Alkaline protease secretion outer membrane protein AprF precursor""",PROKKA_04179
PROKKA_04179_sense,"	aprF_2"," ""Alkaline protease secretion outer membrane protein AprF precursor""",PROKKA_04179
PROKKA_04179_antis,"	aprF_2"," ""Alkaline protease secretion outer membrane protein AprF precursor""",PROKKA_04179
PROKKA_04180_igtop,"	aprE_2"," ""alkaline protease secretion protein AprE""",PROKKA_04180
PROKKA_04180_igbot,"	aprE_2"," ""alkaline protease secretion protein AprE""",PROKKA_04180
PROKKA_04180_sense,"	aprE_2"," ""alkaline protease secretion protein AprE""",PROKKA_04180
PROKKA_04180_antis,"	aprE_2"," ""alkaline protease secretion protein AprE""",PROKKA_04180
PROKKA_04181_igtop,"	aprD_2"," ""alkaline protease secretion protein AprD""",PROKKA_04181
PROKKA_04181_igbot,"	aprD_2"," ""alkaline protease secretion protein AprD""",PROKKA_04181
PROKKA_04181_sense,"	aprD_2"," ""alkaline protease secretion protein AprD""",PROKKA_04181
PROKKA_04181_antis,"	aprD_2"," ""alkaline protease secretion protein AprD""",PROKKA_04181
PROKKA_04182_igtop,"	aprX"," ""AprX""",PROKKA_04182
PROKKA_04182_igbot,"	aprX"," ""AprX""",PROKKA_04182
PROKKA_04182_sense,"	aprX"," ""AprX""",PROKKA_04182
PROKKA_04182_antis,"	aprX"," ""AprX""",PROKKA_04182
PROKKA_04183_igtop,"	n/a","  ""C4""",PROKKA_04183
PROKKA_04183_igbot,"	n/a","  ""C4""",PROKKA_04183
PROKKA_04183_sense,"	n/a","  ""C4""",PROKKA_04183
PROKKA_04183_antis,"	n/a","  ""C4""",PROKKA_04183
PROKKA_04184_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04184
PROKKA_04184_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04184
PROKKA_04184_sense,"	n/a","  ""hypothetical protein""",PROKKA_04184
PROKKA_04184_antis,"	n/a","  ""hypothetical protein""",PROKKA_04184
PROKKA_04185_igtop,"	rocsS2_3"," ""Two-component sensor RocS2""",PROKKA_04185
PROKKA_04185_igbot,"	rocsS2_3"," ""Two-component sensor RocS2""",PROKKA_04185
PROKKA_04185_sense,"	rocsS2_3"," ""Two-component sensor RocS2""",PROKKA_04185
PROKKA_04185_antis,"	rocsS2_3"," ""Two-component sensor RocS2""",PROKKA_04185
PROKKA_04186_igtop,"	n/a","  ""peptidase S8/S53 subtilisin kexin sedolisin""",PROKKA_04186
PROKKA_04186_igbot,"	n/a","  ""peptidase S8/S53 subtilisin kexin sedolisin""",PROKKA_04186
PROKKA_04186_sense,"	n/a","  ""peptidase S8/S53 subtilisin kexin sedolisin""",PROKKA_04186
PROKKA_04186_antis,"	n/a","  ""peptidase S8/S53 subtilisin kexin sedolisin""",PROKKA_04186
PROKKA_04187_igtop,"	oprN_6"," ""Multidrug efflux outer membrane protein OprN precursor""",PROKKA_04187
PROKKA_04187_igbot,"	oprN_6"," ""Multidrug efflux outer membrane protein OprN precursor""",PROKKA_04187
PROKKA_04187_sense,"	oprN_6"," ""Multidrug efflux outer membrane protein OprN precursor""",PROKKA_04187
PROKKA_04187_antis,"	oprN_6"," ""Multidrug efflux outer membrane protein OprN precursor""",PROKKA_04187
PROKKA_04188_igtop,"	n/a","  ""multidrug resistance protein""",PROKKA_04188
PROKKA_04188_igbot,"	n/a","  ""multidrug resistance protein""",PROKKA_04188
PROKKA_04188_sense,"	n/a","  ""multidrug resistance protein""",PROKKA_04188
PROKKA_04188_antis,"	n/a","  ""multidrug resistance protein""",PROKKA_04188
PROKKA_04189_igtop,"	n/a","  ""drug efflux transporter""",PROKKA_04189
PROKKA_04189_igbot,"	n/a","  ""drug efflux transporter""",PROKKA_04189
PROKKA_04189_sense,"	n/a","  ""drug efflux transporter""",PROKKA_04189
PROKKA_04189_antis,"	n/a","  ""drug efflux transporter""",PROKKA_04189
PROKKA_04190_igtop,"	exsA_5"," ""transcriptional regulator ExsA""",PROKKA_04190
PROKKA_04190_igbot,"	exsA_5"," ""transcriptional regulator ExsA""",PROKKA_04190
PROKKA_04190_sense,"	exsA_5"," ""transcriptional regulator ExsA""",PROKKA_04190
PROKKA_04190_antis,"	exsA_5"," ""transcriptional regulator ExsA""",PROKKA_04190
PROKKA_04191_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04191
PROKKA_04191_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04191
PROKKA_04191_sense,"	n/a","  ""hypothetical protein""",PROKKA_04191
PROKKA_04191_antis,"	n/a","  ""hypothetical protein""",PROKKA_04191
PROKKA_04192_igtop,"	n/a","  ""Type IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunit""",PROKKA_04192
PROKKA_04192_igbot,"	n/a","  ""Type IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunit""",PROKKA_04192
PROKKA_04192_sense,"	n/a","  ""Type IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunit""",PROKKA_04192
PROKKA_04192_antis,"	n/a","  ""Type IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunit""",PROKKA_04192
PROKKA_04193_igtop,"	n/a","  ""fusaric acid resistance protein""",PROKKA_04193
PROKKA_04193_igbot,"	n/a","  ""fusaric acid resistance protein""",PROKKA_04193
PROKKA_04193_sense,"	n/a","  ""fusaric acid resistance protein""",PROKKA_04193
PROKKA_04193_antis,"	n/a","  ""fusaric acid resistance protein""",PROKKA_04193
PROKKA_04194_igtop,"	n/a","  ""multidrug resistance protein""",PROKKA_04194
PROKKA_04194_igbot,"	n/a","  ""multidrug resistance protein""",PROKKA_04194
PROKKA_04194_sense,"	n/a","  ""multidrug resistance protein""",PROKKA_04194
PROKKA_04194_antis,"	n/a","  ""multidrug resistance protein""",PROKKA_04194
PROKKA_04195_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04195
PROKKA_04195_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04195
PROKKA_04195_sense,"	n/a","  ""hypothetical protein""",PROKKA_04195
PROKKA_04195_antis,"	n/a","  ""hypothetical protein""",PROKKA_04195
PROKKA_04196_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_04196
PROKKA_04196_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_04196
PROKKA_04196_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_04196
PROKKA_04196_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_04196
PROKKA_04197_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04197
PROKKA_04197_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04197
PROKKA_04197_sense,"	n/a","  ""hypothetical protein""",PROKKA_04197
PROKKA_04197_antis,"	n/a","  ""hypothetical protein""",PROKKA_04197
PROKKA_04198_igtop,"	n/a","  ""phosphotransferase family protein""",PROKKA_04198
PROKKA_04198_igbot,"	n/a","  ""phosphotransferase family protein""",PROKKA_04198
PROKKA_04198_sense,"	n/a","  ""phosphotransferase family protein""",PROKKA_04198
PROKKA_04198_antis,"	n/a","  ""phosphotransferase family protein""",PROKKA_04198
PROKKA_04199_igtop,"	n/a","  ""putative transcriptional regulator""",PROKKA_04199
PROKKA_04199_igbot,"	n/a","  ""putative transcriptional regulator""",PROKKA_04199
PROKKA_04199_sense,"	n/a","  ""putative transcriptional regulator""",PROKKA_04199
PROKKA_04199_antis,"	n/a","  ""putative transcriptional regulator""",PROKKA_04199
PROKKA_04200_igtop,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04200
PROKKA_04200_igbot,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04200
PROKKA_04200_sense,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04200
PROKKA_04200_antis,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04200
PROKKA_04201_igtop,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04201
PROKKA_04201_igbot,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04201
PROKKA_04201_sense,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04201
PROKKA_04201_antis,"	n/a","  ""NAD(P)H quinone oxidoreductase""",PROKKA_04201
PROKKA_04202_igtop,"	mexT_9"," ""transcriptional regulator MexT""",PROKKA_04202
PROKKA_04202_igbot,"	mexT_9"," ""transcriptional regulator MexT""",PROKKA_04202
PROKKA_04202_sense,"	mexT_9"," ""transcriptional regulator MexT""",PROKKA_04202
PROKKA_04202_antis,"	mexT_9"," ""transcriptional regulator MexT""",PROKKA_04202
PROKKA_04203_igtop,"	n/a","  ""membrane-bound lytic murein transglycosylase A""",PROKKA_04203
PROKKA_04203_igbot,"	n/a","  ""membrane-bound lytic murein transglycosylase A""",PROKKA_04203
PROKKA_04203_sense,"	n/a","  ""membrane-bound lytic murein transglycosylase A""",PROKKA_04203
PROKKA_04203_antis,"	n/a","  ""membrane-bound lytic murein transglycosylase A""",PROKKA_04203
PROKKA_04204_igtop,"	pvdL_3"," ""PvdL""",PROKKA_04204
PROKKA_04204_igbot,"	pvdL_3"," ""PvdL""",PROKKA_04204
PROKKA_04204_sense,"	pvdL_3"," ""PvdL""",PROKKA_04204
PROKKA_04204_antis,"	pvdL_3"," ""PvdL""",PROKKA_04204
PROKKA_04205_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04205
PROKKA_04205_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04205
PROKKA_04205_sense,"	n/a","  ""hypothetical protein""",PROKKA_04205
PROKKA_04205_antis,"	n/a","  ""hypothetical protein""",PROKKA_04205
PROKKA_04206_igtop,"	n/a","  ""Thioesterase domain protein""",PROKKA_04206
PROKKA_04206_igbot,"	n/a","  ""Thioesterase domain protein""",PROKKA_04206
PROKKA_04206_sense,"	n/a","  ""Thioesterase domain protein""",PROKKA_04206
PROKKA_04206_antis,"	n/a","  ""Thioesterase domain protein""",PROKKA_04206
PROKKA_04207_igtop,"	n/a","  ""Phytanoyl-CoA dioxygenase (PhyH)""",PROKKA_04207
PROKKA_04207_igbot,"	n/a","  ""Phytanoyl-CoA dioxygenase (PhyH)""",PROKKA_04207
PROKKA_04207_sense,"	n/a","  ""Phytanoyl-CoA dioxygenase (PhyH)""",PROKKA_04207
PROKKA_04207_antis,"	n/a","  ""Phytanoyl-CoA dioxygenase (PhyH)""",PROKKA_04207
PROKKA_04208_igtop,"	leuA_2"," ""2-isopropylmalate synthase""",PROKKA_04208
PROKKA_04208_igbot,"	leuA_2"," ""2-isopropylmalate synthase""",PROKKA_04208
PROKKA_04208_sense,"	leuA_2"," ""2-isopropylmalate synthase""",PROKKA_04208
PROKKA_04208_antis,"	leuA_2"," ""2-isopropylmalate synthase""",PROKKA_04208
PROKKA_04209_igtop,"	n/a","  ""putative methyltransferase""",PROKKA_04209
PROKKA_04209_igbot,"	n/a","  ""putative methyltransferase""",PROKKA_04209
PROKKA_04209_sense,"	n/a","  ""putative methyltransferase""",PROKKA_04209
PROKKA_04209_antis,"	n/a","  ""putative methyltransferase""",PROKKA_04209
PROKKA_04210_igtop,"	pvdD_6"," ""pyoverdine synthetase D""",PROKKA_04210
PROKKA_04210_igbot,"	pvdD_6"," ""pyoverdine synthetase D""",PROKKA_04210
PROKKA_04210_sense,"	pvdD_6"," ""pyoverdine synthetase D""",PROKKA_04210
PROKKA_04210_antis,"	pvdD_6"," ""pyoverdine synthetase D""",PROKKA_04210
PROKKA_04211_igtop,"	phzH_4"," ""potential phenazine-modifying enzyme""",PROKKA_04211
PROKKA_04211_igbot,"	phzH_4"," ""potential phenazine-modifying enzyme""",PROKKA_04211
PROKKA_04211_sense,"	phzH_4"," ""potential phenazine-modifying enzyme""",PROKKA_04211
PROKKA_04211_antis,"	phzH_4"," ""potential phenazine-modifying enzyme""",PROKKA_04211
PROKKA_04212_igtop,"	n/a","  ""putative clavaminic acid synthetase""",PROKKA_04212
PROKKA_04212_igbot,"	n/a","  ""putative clavaminic acid synthetase""",PROKKA_04212
PROKKA_04212_sense,"	n/a","  ""putative clavaminic acid synthetase""",PROKKA_04212
PROKKA_04212_antis,"	n/a","  ""putative clavaminic acid synthetase""",PROKKA_04212
PROKKA_04213_igtop,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04213
PROKKA_04213_igbot,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04213
PROKKA_04213_sense,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04213
PROKKA_04213_antis,"	n/a","  ""putative major facilitator superfamily transporter""",PROKKA_04213
PROKKA_04214_igtop,"	n/a","  ""Alpha/beta hydrolase family protein""",PROKKA_04214
PROKKA_04214_igbot,"	n/a","  ""Alpha/beta hydrolase family protein""",PROKKA_04214
PROKKA_04214_sense,"	n/a","  ""Alpha/beta hydrolase family protein""",PROKKA_04214
PROKKA_04214_antis,"	n/a","  ""Alpha/beta hydrolase family protein""",PROKKA_04214
PROKKA_04215_igtop,"	n/a","  ""putative pirin protein""",PROKKA_04215
PROKKA_04215_igbot,"	n/a","  ""putative pirin protein""",PROKKA_04215
PROKKA_04215_sense,"	n/a","  ""putative pirin protein""",PROKKA_04215
PROKKA_04215_antis,"	n/a","  ""putative pirin protein""",PROKKA_04215
PROKKA_04216_igtop,"	n/a","  ""DedA family protein""",PROKKA_04216
PROKKA_04216_igbot,"	n/a","  ""DedA family protein""",PROKKA_04216
PROKKA_04216_sense,"	n/a","  ""DedA family protein""",PROKKA_04216
PROKKA_04216_antis,"	n/a","  ""DedA family protein""",PROKKA_04216
PROKKA_04217_igtop,"	n/a","  ""putative potassium transport flavoprotein""",PROKKA_04217
PROKKA_04217_igbot,"	n/a","  ""putative potassium transport flavoprotein""",PROKKA_04217
PROKKA_04217_sense,"	n/a","  ""putative potassium transport flavoprotein""",PROKKA_04217
PROKKA_04217_antis,"	n/a","  ""putative potassium transport flavoprotein""",PROKKA_04217
PROKKA_04218_igtop,"	kefB_1"," ""glutathione-regulated potassium-efflux system protein KefB""",PROKKA_04218
PROKKA_04218_igbot,"	kefB_1"," ""glutathione-regulated potassium-efflux system protein KefB""",PROKKA_04218
PROKKA_04218_sense,"	kefB_1"," ""glutathione-regulated potassium-efflux system protein KefB""",PROKKA_04218
PROKKA_04218_antis,"	kefB_1"," ""glutathione-regulated potassium-efflux system protein KefB""",PROKKA_04218
PROKKA_04219_igtop,"	n/a","  ""hypothetical protein""",PROKKA_04219
PROKKA_04219_igbot,"	n/a","  ""hypothetical protein""",PROKKA_04219
PROKKA_04219_sense,"	n/a","  ""hypothetical protein""",PROKKA_04219
PROKKA_04219_antis,"	n/a","  ""hypothetical protein""",PROKKA_04219
PROKKA_04220_igtop,"	n/a","  ""putative pirin protein""",PROKKA_04220
PROKKA_04220_igbot,"	n/a","  ""putative pirin protein""",PROKKA_04220
PROKKA_04220_sense,"	n/a","  ""putative pirin protein""",PROKKA_04220
PROKKA_04220_antis,"	n/a","  ""putative pirin protein""",PROKKA_04220
PROKKA_04221_igtop,"	azoR3_2"," ""AzoR3 azoreductase 3""",PROKKA_04221
PROKKA_04221_igbot,"	azoR3_2"," ""AzoR3 azoreductase 3""",PROKKA_04221
PROKKA_04221_sense,"	azoR3_2"," ""AzoR3 azoreductase 3""",PROKKA_04221
PROKKA_04221_antis,"	azoR3_2"," ""AzoR3 azoreductase 3""",PROKKA_04221
PROKKA_04222_igtop,"	n/a","  ""putative redox protein""",PROKKA_04222
PROKKA_04222_igbot,"	n/a","  ""putative redox protein""",PROKKA_04222
PROKKA_04222_sense,"	n/a","  ""putative redox protein""",PROKKA_04222
PROKKA_04222_antis,"	n/a","  ""putative redox protein""",PROKKA_04222
PROKKA_04223_igtop,"	n/a","  ""putative hydrolase""",PROKKA_04223
PROKKA_04223_igbot,"	n/a","  ""putative hydrolase""",PROKKA_04223
PROKKA_04223_sense,"	n/a","  ""putative hydrolase""",PROKKA_04223
PROKKA_04223_antis,"	n/a","  ""putative hydrolase""",PROKKA_04223
PROKKA_04224_igtop,"	bexR_26"," ""bistable expression regulator BexR""",PROKKA_04224
PROKKA_04224_igbot,"	bexR_26"," ""bistable expression regulator BexR""",PROKKA_04224
PROKKA_04224_sense,"	bexR_26"," ""bistable expression regulator BexR""",PROKKA_04224
PROKKA_04224_antis,"	bexR_26"," ""bistable expression regulator BexR""",PROKKA_04224
PROKKA_04225_igtop,"	n/a","  ""putative O-methyltransferase""",PROKKA_04225
PROKKA_04225_igbot,"	n/a","  ""putative O-methyltransferase""",PROKKA_04225
PROKKA_04225_sense,"	n/a","  ""putative O-methyltransferase""",PROKKA_04225
PROKKA_04225_antis,"	n/a","  ""putative O-methyltransferase""",PROKKA_04225
PROKKA_04226_igtop,"	n/a","  ""putative lipoprotein""",PROKKA_04226
PROKKA_04226_igbot,"	n/a","  ""putative lipoprotein""",PROKKA_04226
PROKKA_04226_sense,"	n/a","  ""putative lipoprotein""",PROKKA_04226
PROKKA_04226_antis,"	n/a","  ""putative lipoprotein""",PROKKA_04226
PROKKA_04227_igtop,"	n/a","  ""putative lipoprotein""",PROKKA_04227
PROKKA_04227_igbot,"	n/a","  ""putative lipoprotein""",PROKKA_04227
PROKKA_04227_sense,"	n/a","  ""putative lipoprotein""",PROKKA_04227
PROKKA_04227_antis,"	n/a","  ""putative lipoprotein""",PROKKA_04227
PROKKA_04228_igtop,"	n/a","  ""NAD-dependent deacetylase""",PROKKA_04228
PROKKA_04228_igbot,"	n/a","  ""NAD-dependent deacetylase""",PROKKA_04228
PROKKA_04228_sense,"	n/a","  ""NAD-dependent deacetylase""",PROKKA_04228
PROKKA_04228_antis,"	n/a","  ""NAD-dependent deacetylase""",PROKKA_04228
PROKKA_04229_igtop,"	n/a","  ""transcriptional regulator""",PROKKA_04229
PROKKA_04229_igbot,"	n/a","  ""transcriptional regulator""",PROKKA_04229
PROKKA_04229_sense,"	n/a","  ""transcriptional regulator""",PROKKA_04229
PROKKA_04229_antis,"	n/a","  ""transcriptional regulator""",PROKKA_04229
PROKKA_04230_igtop,"	n/a","  ""putative dimethylarginine dimethylaminohydrolase""",PROKKA_04230
PROKKA_04230_igbot,"	n/a","  ""putative dimethylarginine dimethylaminohydrolase""",PROKKA_04230
PROKKA_04230_sense,"	n/a","  ""putative dimethylarginine dimethylaminohydrolase""",PROKKA_04230
PROKKA_04230_antis,"	n/a","  ""putative dimethylarginine dimethylaminohydrolase""",PROKKA_04230
PROKKA_04231_igtop,"	arcD_2"," ""arginine/ornithine antiporter""",PROKKA_04231
PROKKA_04231_igbot,"	arcD_2"," ""arginine/ornithine antiporter""",PROKKA_04231
PROKKA_04231_sense,"	arcD_2"," ""arginine/ornithine antiporter""",PROKKA_04231
PROKKA_04231_antis,"	arcD_2"," ""arginine/ornithine antiporter""",PROKKA_04231
PROKKA_04232_igtop,"	tag_2"," ""DNA-3-methyladenine glycosidase I""",PROKKA_04232
PROKKA_04232_igbot,"	tag_2"," ""DNA-3-methyladenine glycosidase I""",PROKKA_04232
PROKKA_04232_sense,"	tag_2"," ""DNA-3-methyladenine glycosidase I""",PROKKA_04232
PROKKA_04232_antis,"	tag_2"," ""DNA-3-methyladenine glycosidase I""",PROKKA_04232
PROKKA_04233_igtop,"	n/a","  ""putative ATPase of the PP-loop superfamily protein""",PROKKA_04233
PROKKA_04233_igbot,"	n/a","  ""putative ATPase of the PP-loop superfamily protein""",PROKKA_04233
PROKKA_04233_sense,"	n/a","  ""putative ATPase of the PP-loop superfamily protein""",PROKKA_04233
PROKKA_04233_antis,"	n/a","  ""putative ATPase of the PP-loop superfamily protein""",PROKKA_04233
PROKKA_04234_igtop,"	n/a","  ""heat shock protein DnaJ domain-containing protein""",PROKKA_04234
PROKKA_04234_igbot,"	n/a","  ""heat shock protein DnaJ domain-containing protein""",PROKKA_04234
PROKKA_04234_sense,"	n/a","  ""heat shock protein DnaJ domain-containing protein""",PROKKA_04234
PROKKA_04234_antis,"	n/a","  ""heat shock protein DnaJ domain-containing protein""",PROKKA_04234
PROKKA_04235_igtop,"	n/a","  ""membrane protein""",PROKKA_04235
PROKKA_04235_igbot,"	n/a","  ""membrane protein""",PROKKA_04235
PROKKA_04235_sense,"	n/a","  ""membrane protein""",PROKKA_04235
PROKKA_04235_antis,"	n/a","  ""membrane protein""",PROKKA_04235
PROKKA_04236_igtop,"	sprT"," ""protein SprT""",PROKKA_04236
PROKKA_04236_igbot,"	sprT"," ""protein SprT""",PROKKA_04236
PROKKA_04236_sense,"	sprT"," ""protein SprT""",PROKKA_04236
PROKKA_04236_antis,"	sprT"," ""protein SprT""",PROKKA_04236
PROKKA_04237_igtop,"	n/a","  ""L-carnitine dehydratase/bile acid-inducible protein F""",PROKKA_04237
PROKKA_04237_igbot,"	n/a","  ""L-carnitine dehydratase/bile acid-inducible protein F""",PROKKA_04237
PROKKA_04237_sense,"	n/a","  ""L-carnitine dehydratase/bile acid-inducible protein F""",PROKKA_04237
PROKKA_04237_antis,"	n/a","  ""L-carnitine dehydratase/bile acid-inducible protein F""",PROKKA_04237
PROKKA_04238_igtop,"	n/a","  ""citronellyl-CoA dehydrogenase""",PROKKA_04238
PROKKA_04238_igbot,"	n/a","  ""citronellyl-CoA dehydrogenase""",PROKKA_04238
PROKKA_04238_sense,"	n/a","  ""citronellyl-CoA dehydrogenase""",PROKKA_04238
PROKKA_04238_antis,"	n/a","  ""citronellyl-CoA dehydrogenase""",PROKKA_04238
PROKKA_04239_igtop,"	n/a","  ""luciferase family protein""",PROKKA_04239
PROKKA_04239_igbot,"	n/a","  ""luciferase family protein""",PROKKA_04239
PROKKA_04239_sense,"	n/a","  ""luciferase family protein""",PROKKA_04239
PROKKA_04239_antis,"	n/a","  ""luciferase family protein""",PROKKA_04239
PROKKA_04240_igtop,"	maiA_8"," ""maleylacetoacetate isomerase""",PROKKA_04240
PROKKA_04240_igbot,"	maiA_8"," ""maleylacetoacetate isomerase""",PROKKA_04240
PROKKA_04240_sense,"	maiA_8"," ""maleylacetoacetate isomerase""",PROKKA_04240
PROKKA_04240_antis,"	maiA_8"," ""maleylacetoacetate isomerase""",PROKKA_04240
PROKKA_04241_igtop,"	ampR_5"," ""transcriptional regulator AmpR""",PROKKA_04241
PROKKA_04241_igbot,"	ampR_5"," ""transcriptional regulator AmpR""",PROKKA_04241
PROKKA_04241_sense,"	ampR_5"," ""transcriptional regulator AmpR""",PROKKA_04241
PROKKA_04241_antis,"	ampR_5"," ""transcriptional regulator AmpR""",PROKKA_04241
PROKKA_04242_igtop,"	dctA_3"," ""C4-dicarboxylate transport protein""",PROKKA_04242
PROKKA_04242_igbot,"	dctA_3"," ""C4-dicarboxylate transport protein""",PROKKA_04242
PROKKA_04242_sense,"	dctA_3"," ""C4-dicarboxylate transport protein""",PROKKA_04242
PROKKA_04242_antis,"	dctA_3"," ""C4-dicarboxylate transport protein""",PROKKA_04242
PROKKA_04243_igtop,"	oruR_9"," ""transcriptional regulator OruR""",PROKKA_04243
PROKKA_04243_igbot,"	oruR_9"," ""transcriptional regulator OruR""",PROKKA_04243
PROKKA_04243_sense,"	oruR_9"," ""transcriptional regulator OruR""",PROKKA_04243
PROKKA_04243_antis,"	oruR_9"," ""transcriptional regulator OruR""",PROKKA_04243
PROKKA_04244_igtop,"	morA_5"," ""motility regulator""",PROKKA_04244
PROKKA_04244_igbot,"	morA_5"," ""motility regulator""",PROKKA_04244
PROKKA_04244_sense,"	morA_5"," ""motility regulator""",PROKKA_04244
PROKKA_04244_antis,"	morA_5"," ""motility regulator""",PROKKA_04244
PROKKA_04245_igtop,"	phoQ_2"," ""two-component sensor PhoQ""",PROKKA_04245
PROKKA_04245_igbot,"	phoQ_2"," ""two-component sensor PhoQ""",PROKKA_04245
PROKKA_04245_sense,"	phoQ_2"," ""two-component sensor PhoQ""",PROKKA_04245
PROKKA_04245_antis,"	phoQ_2"," ""two-component sensor PhoQ""",PROKKA_04245
PROKKA_04246_igtop,"	phoP_2"," ""two-component response regulator PhoP""",PROKKA_04246
PROKKA_04246_igbot,"	phoP_2"," ""two-component response regulator PhoP""",PROKKA_04246
PROKKA_04246_sense,"	phoP_2"," ""two-component response regulator PhoP""",PROKKA_04246
PROKKA_04246_antis,"	phoP_2"," ""two-component response regulator PhoP""",PROKKA_04246
PROKKA_04247_igtop,"	oprH"," ""PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor""",PROKKA_04247
PROKKA_04247_igbot,"	oprH"," ""PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor""",PROKKA_04247
PROKKA_04247_sense,"	oprH"," ""PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor""",PROKKA_04247
PROKKA_04247_antis,"	oprH"," ""PhoP/Q and low Mg2+ inducible outer membrane protein H1 precursor""",PROKKA_04247
PROKKA_04248_igtop,"	napE"," ""periplasmic nitrate reductase protein NapE""",PROKKA_04248
PROKKA_04248_igbot,"	napE"," ""periplasmic nitrate reductase protein NapE""",PROKKA_04248
PROKKA_04248_sense,"	napE"," ""periplasmic nitrate reductase protein NapE""",PROKKA_04248
PROKKA_04248_antis,"	napE"," ""periplasmic nitrate reductase protein NapE""",PROKKA_04248
PROKKA_04249_igtop,"	napF"," ""ferredoxin protein NapF""",PROKKA_04249
PROKKA_04249_igbot,"	napF"," ""ferredoxin protein NapF""",PROKKA_04249
PROKKA_04249_sense,"	napF"," ""ferredoxin protein NapF""",PROKKA_04249
PROKKA_04249_antis,"	napF"," ""ferredoxin protein NapF""",PROKKA_04249
PROKKA_04250_igtop,"	napD"," ""NapD protein of periplasmic nitrate reductase""",PROKKA_04250
PROKKA_04250_igbot,"	napD"," ""NapD protein of periplasmic nitrate reductase""",PROKKA_04250
PROKKA_04250_sense,"	napD"," ""NapD protein of periplasmic nitrate reductase""",PROKKA_04250
PROKKA_04250_antis,"	napD"," ""NapD protein of periplasmic nitrate reductase""",PROKKA_04250
PROKKA_04251_igtop,"	napA"," ""periplasmic nitrate reductase protein NapA""",PROKKA_04251
PROKKA_04251_igbot,"	napA"," ""periplasmic nitrate reductase protein NapA""",PROKKA_04251
PROKKA_04251_sense,"	napA"," ""periplasmic nitrate reductase protein NapA""",PROKKA_04251
PROKKA_04251_antis,"	napA"," ""periplasmic nitrate reductase protein NapA""",PROKKA_04251
PROKKA_04252_igtop,"	napB"," ""cytochrome c-type protein NapB precursor""",PROKKA_04252
PROKKA_04252_igbot,"	napB"," ""cytochrome c-type protein NapB precursor""",PROKKA_04252
PROKKA_04252_sense,"	napB"," ""cytochrome c-type protein NapB precursor""",PROKKA_04252
PROKKA_04252_antis,"	napB"," ""cytochrome c-type protein NapB precursor""",PROKKA_04252
PROKKA_04253_igtop,"	napC"," ""cytochrome c-type protein NapC""",PROKKA_04253
PROKKA_04253_igbot,"	napC"," ""cytochrome c-type protein NapC""",PROKKA_04253
PROKKA_04253_sense,"	napC"," ""cytochrome c-type protein NapC""",PROKKA_04253
PROKKA_04253_antis,"	napC"," ""cytochrome c-type protein NapC""",PROKKA_04253
PROKKA_04254_igtop,"	mltB1_1"," ""soluble and membrane-bound lytic transglycosylases""",PROKKA_04254
PROKKA_04254_igbot,"	mltB1_1"," ""soluble and membrane-bound lytic transglycosylases""",PROKKA_04254
PROKKA_04254_sense,"	mltB1_1"," ""soluble and membrane-bound lytic transglycosylases""",PROKKA_04254
PROKKA_04254_antis,"	mltB1_1"," ""soluble and membrane-bound lytic transglycosylases""",PROKKA_04254
PROKKA_04255_igtop,"	n/a","  ""integral membrane protein TerC""",PROKKA_04255
